0.875035 -0.390082 0.210764 0.981784
0.932956 -0.168787 -0.562341 -0.812657
0.889940 -0.013697 0.699080 0.710468
0.693497 -0.731685 0.051005 0.933704
0.817495 0.718526 -0.139215 0.952071
0.994567 -0.191577 -1.037477 -0.054404
0.510006 0.874955 -0.264898 0.908499
-1.028590 0.074709 0.274650 -0.918211
0.910215 0.332166 0.802327 -0.513661
0.610840 0.840354 -0.890815 -0.462755
-0.104662 1.098200 0.853481 -0.598420
-0.873874 0.442531 -0.789095 0.519519
-0.903865 0.118058 -0.314155 -1.003253
-1.000398 -0.143967 0.903668 0.491728
-0.994041 -0.049338 -0.241840 -1.002241
-1.086673 -0.124396 0.914442 -0.445596
0.848340 -0.498897 -0.304370 0.919382
-1.037047 -0.199834 -0.905230 0.331452
0.229956 -0.868615 0.425381 -0.841605
0.459878 -0.993500 0.827623 -0.632811
0.060191 0.944294 0.393790 0.871692
0.629873 0.770805 0.035004 0.959027
0.328933 0.981081 0.943460 0.009533
0.630507 0.764960 1.002619 -0.105123
-0.965459 -0.316166 0.160254 -1.015113
0.281754 0.932957 -0.151435 -0.925911
0.837800 0.511844 -0.893391 -0.458413
-0.965418 0.477450 -0.397782 0.990215
0.425844 -0.930839 -0.189697 -0.940762
0.970557 -0.245120 -0.714917 0.742227
0.916852 -0.311537 0.927853 -0.374385
-0.664123 0.708678 -0.091616 0.983127
-0.748190 -0.606644 -0.466679 0.911511
0.833317 0.641747 -0.629048 -0.696584
-0.693731 -0.523941 -0.832302 -0.549670
0.712190 -0.612300 0.818607 0.489452
0.277165 -1.016294 1.032499 0.087991
1.016018 0.166603 -1.009024 0.129994
0.365308 -0.957936 0.882639 0.453171
-0.840514 0.197425 -0.942132 0.117226
0.704774 -0.733505 -0.467378 -0.941698
-0.085263 -0.977270 -0.907077 0.418590
0.792314 -0.435381 0.891692 0.393838
0.972701 -0.004564 1.057742 -0.171894
-0.002451 1.001386 -0.148972 1.060834
1.000831 0.234793 -0.721710 0.747958
-0.730299 0.657311 -0.426552 -0.965314
0.006299 0.959129 0.923821 0.098441
1.018136 0.069135 -0.333108 1.079881
-0.092473 -1.118462 -0.978406 -0.230926
0.273683 0.880190 0.803734 -0.503343
-0.221563 -0.968610 -0.480995 -0.837476
0.202928 -0.951397 0.948389 -0.090006
-0.746457 0.581974 0.029428 0.984663
0.015702 0.861249 0.956456 0.143186
0.586261 -0.862251 0.717429 0.704037
0.796509 0.633299 -0.169059 -0.967236
0.167960 -1.025274 -0.588587 0.775913
0.697492 0.366554 -0.587950 -0.823235
-0.843721 -0.597945 -0.583871 -0.894443
-1.032189 -0.321634 0.846902 0.254181
0.983450 0.197365 -0.320210 -0.966566
-0.943214 0.253065 -0.962527 -0.042420
0.944919 0.153165 -0.233827 0.969168
0.960055 -0.033318 -0.408436 0.943143
-0.772046 0.540822 0.029040 -0.944236
1.097477 -0.022119 -0.415957 0.940952
-0.268589 0.923659 0.978973 0.043793
1.019584 0.500659 -0.435204 -0.878481
-0.671700 0.577727 0.120133 -1.020813
-0.325784 -1.062939 -0.941724 0.298673
-0.953236 0.416333 0.594880 -0.781692
-0.546880 -0.783251 1.024747 0.422262
0.591145 0.762015 -0.816043 -0.539048
-0.601592 0.713199 -0.129140 -0.950053
-0.038888 1.052232 0.697894 -0.719622
-0.829662 -0.370760 1.031805 -0.085825
-0.551648 -0.828700 -0.687351 0.566690
0.972529 -0.039361 -0.966021 0.215366
0.269839 -1.012661 1.061979 -0.164366
-0.227788 -1.106027 -0.379916 -0.940246
-1.034517 0.334157 -0.949937 0.257271
0.369360 0.884871 0.247966 0.983063
-0.664626 -0.733820 -1.003295 0.103671
-0.137341 0.956821 0.192590 -0.903739
0.179698 -1.012139 0.697276 0.834894
-1.072454 0.281898 0.259752 0.998624
-0.923108 -0.439014 -0.644741 0.730964
1.069853 0.015054 -0.796113 -0.654573
0.531822 -0.919353 -0.565619 0.810552
-0.951162 0.257712 -0.923429 -0.445148
0.902090 -0.507007 0.861067 0.658269
0.176464 -0.963850 -0.438000 0.875271
-0.956401 -0.221101 -0.778971 0.506666
0.715827 -0.654901 0.835151 -0.444736
0.964921 0.336862 0.263061 -0.976203
0.435954 -0.920041 0.065239 -1.008571
0.855108 0.501464 0.865978 0.328190
0.907077 -0.372391 0.400715 -0.924222
0.904921 -0.340793 -0.944105 -0.133765
