-0.594300 -0.586800 -0.558600 0.000700 0.000600 0.000700 -0.001000 -0.000400 0.000100 -0.000900 0.000300 0.001900 -0.001400 0.000600 0.000100 -0.000500 0.000200 -0.000200 -0.001700 -0.000000 -0.001800 -0.000000 0.001700 0.000600 0.000900 0.000900 0.001400 -0.000400 -0.000200 0.000600 -0.000500 -0.000600 0.000300 0.000300 -0.000300 0.001100 -0.000100 0.001300 0.000400 -0.001500 -0.000900 0.000800 -0.001400 0.000800 0.001100 0.000700 -0.000800 -0.001000 0.000800 -0.001400 0.001700 0.001400 -0.000200 -0.000700 0.000200 0.000100 -0.001900 -0.001300 -0.002000 0.001500
0.556200 0.829000 -0.414500 0.001400 -0.001300 0.001300 0.000200 -0.000500 0.000100 0.001000 0.002300 -0.001100 -0.000400 -0.000800 -0.000300 -0.000900 0.000000 -0.001200 -0.000600 -0.000000 -0.001300 0.000900 0.000300 0.001400 -0.000500 0.000400 -0.000000 0.001400 0.000500 0.000500 -0.001300 -0.000300 0.002200 0.000800 0.000900 -0.000300 -0.000300 0.000100 -0.001900 -0.000600 0.000500 -0.002200 -0.001100 0.001100 -0.000700 0.001300 0.000100 -0.000000 0.000800 -0.000000 -0.000500 0.000700 -0.000500 -0.001100 -0.001100 -0.000600 0.001000 0.001400 -0.002000 -0.000800
0.555900 -0.972200 0.261000 0.001200 0.001100 0.000900 0.000400 -0.000500 0.000600 -0.002200 0.000800 -0.001400 -0.000900 0.000500 0.000600 -0.000300 -0.001000 -0.001400 -0.000900 0.001300 -0.000100 0.000100 -0.000900 0.000900 0.001100 0.000300 0.002300 0.000600 -0.003200 0.000400 0.000300 0.001400 0.001000 -0.000300 0.002100 0.002100 0.000400 0.001100 -0.000900 -0.001000 -0.000600 -0.000800 0.000600 0.000300 0.001100 0.000000 -0.000100 -0.000200 -0.001400 0.000900 0.000100 0.000200 -0.000400 -0.000100 -0.000100 -0.000300 0.000200 0.001100 -0.002000 -0.001400
0.815400 -0.121900 -0.634900 -0.000100 0.000300 -0.001000 0.001500 0.000300 -0.001000 0.001000 0.000600 -0.000500 -0.001800 0.001400 0.000200 -0.000700 -0.000400 -0.000100 0.000600 0.000200 -0.000100 0.000700 -0.000800 -0.001700 0.000000 0.000000 -0.000900 -0.000200 0.001100 -0.003300 -0.000300 -0.000500 -0.001500 -0.001200 -0.000600 -0.000800 -0.000100 0.001100 -0.000700 0.000900 -0.001200 -0.000300 -0.000000 0.001100 0.000000 -0.001100 -0.001400 0.001000 0.000800 -0.000600 -0.000400 -0.001400 -0.001800 0.000100 -0.000700 0.000700 -0.001900 -0.000700 -0.001200 -0.000900
0.549100 -0.041300 -0.944600 0.000100 0.001300 0.000200 -0.001700 -0.001100 -0.000200 0.000700 -0.001200 0.000800 0.000400 0.001000 -0.000800 -0.000000 0.000000 -0.000400 -0.001400 0.002100 -0.001200 0.000300 -0.000600 0.000700 0.001800 0.000800 -0.000200 0.001500 -0.001500 0.000200 -0.002500 -0.000200 0.000400 -0.000900 0.001300 -0.001500 0.000400 0.000400 0.000100 0.000200 -0.001600 0.001000 -0.000400 -0.000000 0.000700 0.000500 -0.001200 -0.000900 -0.001300 0.000500 -0.001300 0.000500 -0.001100 -0.001300 0.000000 -0.001700 0.000500 0.000300 0.000100 0.000600
-0.135300 -0.292400 0.977300 -0.000600 0.000000 -0.000400 -0.000100 -0.001300 -0.000800 0.000100 -0.000800 -0.000500 0.001700 -0.000300 -0.001100 0.000700 -0.000100 0.001200 -0.000600 -0.000700 -0.000700 0.001900 0.000300 -0.000300 -0.000900 0.001400 0.000600 0.000400 -0.000100 -0.001000 -0.000500 0.000300 0.000800 -0.000100 -0.000300 0.000300 -0.000400 -0.000000 -0.001400 0.000800 -0.000400 -0.000500 0.000200 -0.000200 -0.000100 -0.000800 0.000300 -0.001300 -0.000300 -0.000000 -0.000700 -0.000800 -0.001900 -0.001100 0.000100 0.000200 -0.000300 0.001500 -0.000300 0.001300
-0.835100 -0.311600 -0.346600 0.001100 0.000200 -0.001100 -0.000400 0.000200 0.001700 0.001500 0.001800 0.000000 0.000600 -0.003400 0.000300 0.001500 0.000100 0.001200 -0.000600 0.000700 0.000100 0.000800 -0.000100 0.001400 0.001100 0.001000 -0.000500 -0.001100 -0.000200 -0.001200 -0.000700 -0.001500 -0.000300 -0.000500 -0.000400 -0.001300 0.000100 0.000100 -0.000500 0.001600 -0.000500 -0.001500 -0.000100 0.000600 0.001700 -0.000000 0.001700 0.002100 -0.000300 -0.002000 -0.002500 0.001000 0.000500 0.000300 -0.000600 -0.000400 0.000100 -0.000600 0.001100 0.000300
-0.124900 -0.036900 -0.970000 0.000400 -0.000500 -0.000300 -0.000400 0.000500 0.001700 -0.000100 0.000400 0.000600 0.000200 0.000100 -0.000900 -0.000100 0.000500 0.000000 -0.001200 -0.000500 0.001200 -0.001000 -0.001300 0.000500 0.000400 -0.000300 0.000900 0.000200 -0.000100 0.001400 -0.001400 0.000600 0.001000 -0.000900 0.000000 0.001200 -0.000500 -0.001700 -0.000700 0.000300 0.000500 0.000900 -0.000700 -0.001000 0.000600 0.000900 -0.000800 0.000200 0.001300 -0.001000 0.000500 -0.000500 -0.000600 -0.001400 -0.000200 -0.000100 -0.001500 -0.000200 0.000200 -0.000100
0.494800 -0.227400 0.576600 0.000000 -0.000700 0.000500 0.000800 0.000200 0.000300 0.000600 -0.000500 -0.001000 -0.000200 0.000700 0.000500 0.000900 0.000600 -0.000400 -0.001200 -0.001300 0.002200 -0.001000 0.001400 -0.000100 0.000700 0.000900 0.000500 -0.001100 0.001100 -0.000700 -0.000400 0.000900 -0.000400 -0.001000 -0.000800 -0.000500 -0.001500 0.001300 0.000300 0.001400 0.000500 0.000200 -0.001800 -0.000500 0.002400 -0.001000 0.001000 0.001200 0.001300 -0.000000 -0.000200 0.000100 0.000200 -0.000700 -0.000900 0.001100 0.001100 0.000300 0.000800 -0.000700
0.938500 0.254600 0.137100 -0.001400 0.000400 -0.001500 -0.000000 -0.000000 0.000800 -0.000900 -0.000500 -0.000700 0.000900 0.001200 0.000100 0.000200 0.000400 -0.001400 0.000400 0.000500 0.000100 -0.000900 0.000600 0.001000 0.002100 0.001000 0.001200 -0.000500 -0.000100 0.000600 0.000300 0.000300 -0.000600 -0.000200 -0.000300 -0.000200 -0.000100 0.001600 0.000600 -0.001100 0.001000 -0.000700 -0.002000 0.001700 0.001700 -0.000700 -0.000300 -0.002700 -0.000400 -0.000800 0.000600 -0.000300 -0.001800 -0.000900 -0.000300 -0.000200 -0.000900 -0.001900 0.000700 0.000600
0.615000 0.441100 -0.272100 0.000500 -0.001700 0.000600 -0.000500 -0.000500 -0.000400 0.001000 -0.001300 0.000600 0.002000 -0.000600 0.000700 0.001500 0.000400 0.000100 0.000200 -0.000600 -0.000600 -0.000500 -0.000800 0.000500 0.002000 0.000600 0.000800 -0.000800 -0.002000 -0.002500 0.000000 0.000500 -0.000900 0.000200 0.000900 -0.001100 -0.001300 0.001500 0.000400 -0.000500 0.000400 0.002000 0.001900 -0.000500 -0.000700 0.000600 -0.000100 0.001500 0.000300 0.002200 0.000600 0.000000 -0.000800 -0.000800 -0.000600 -0.000700 -0.000100 0.002000 0.000500 -0.001300
