0.635900 0.611500
-1.004400 0.283300
-0.342900 0.852400
0.425700 0.758000
0.910000 0.278000
0.143700 -0.953500
0.964900 -0.213500
-0.900600 -0.099500
-1.064300 -0.118300
-0.989200 0.268200
-0.461400 -0.768700
0.513900 -0.920200
0.446800 -0.880600
0.480100 -1.038600
0.703300 0.405300
-0.452300 -0.824500
-0.584900 -0.767900
0.240200 1.085800
0.621600 -0.725000
0.980000 -0.394500
0.897800 0.370400
0.800100 0.531100
0.287200 1.025600
-0.396700 0.978600
-0.407800 0.750300
1.011800 0.220300
0.413900 0.738000
0.675200 -0.812700
-0.845900 0.530400
-0.712800 -0.586200
-0.349500 -1.053800
-0.125000 1.011600
-0.885600 0.547800
0.937700 -0.057600
-0.833700 0.561800
-0.941700 -0.808400
-0.496700 0.791600
0.800700 0.318500
0.414600 -0.876700
-0.831700 0.166700
0.284900 -0.856500
0.416200 0.878900
-1.003700 -0.081700
1.104200 0.553500
-0.116200 1.134700
-1.101400 -0.039200
1.102000 0.012200
-0.439700 0.960700
0.888900 -0.555400
-0.936200 -0.736000
0.592500 -0.963200
-0.968400 -0.420100
-0.577200 -0.904300
-0.897500 0.020600
-0.931200 0.554600
-0.754200 -0.700900
0.226900 0.959800
-0.047800 0.935500
-0.270500 -1.102600
-0.699500 -0.506200
-1.147200 0.092200
-0.502300 -0.964300
-0.751000 -0.538400
-1.036500 0.547600
-1.210000 0.082800
0.409300 -0.878400
-0.773900 -0.771500
1.106800 -0.042400
-1.004300 -0.262900
-1.074300 -0.179800
0.817400 -0.493900
1.059800 0.501900
1.049000 0.184100
0.432400 -0.946500
-0.956300 0.082600
0.364900 -0.941000
0.876200 -0.496700
-0.997800 0.054900
-0.755300 -0.699000
0.016200 -0.987100
-0.012700 0.887200
0.716900 0.682800
0.770700 -0.864500
-0.755400 -0.515100
-0.173200 0.823200
-0.934300 0.404000
-0.281600 0.891400
0.827600 -0.094800
0.111700 -0.965700
0.943300 0.230400
-0.465300 0.924000
0.805200 -0.404100
0.949500 -0.257600
-1.039500 -0.236800
0.173900 -1.098200
-1.051100 0.522500
0.905600 -0.552300
-0.264100 -0.939300
0.834200 -0.257200
-0.957500 -0.302300
-0.981900 -0.328500
-1.104000 0.161200
0.061300 -1.000100
0.552900 -0.593700
-0.149900 -1.019000
0.592600 -0.662500
-0.016700 1.015700
-0.540500 -0.928500
-0.843700 -0.138000
0.615600 0.789200
-0.828200 -0.426100
0.663900 -0.496900
0.728500 0.333500
-0.575000 0.734400
-0.675900 0.609400
-0.490800 0.997900
-0.229800 1.023000
0.982600 -0.043300
0.199900 0.935500
0.384200 -1.089400
0.328200 -0.898400
-0.444700 -0.807200
-0.092100 0.917400
-0.013300 -1.081000
-1.039300 0.120900
0.883700 -0.401100
0.146000 -0.899500
0.304000 0.861500
1.007000 0.142100
0.303400 -0.950800
-0.037400 0.885900
0.012900 -1.116800
-0.208800 1.064900
0.904500 -0.170100
0.984800 0.288200
-0.393300 0.908800
0.901300 -0.344600
-0.631900 -0.693400
-0.344500 -0.888200
0.692500 0.693400
1.010200 -0.144100
0.178700 1.067000
-1.066200 -0.133000
0.102500 1.087600
0.829700 -0.527500
-0.262100 1.052800
0.244100 -0.869500
-1.049300 -0.181900
-0.521000 -0.801500
0.875800 -0.094500
-0.905000 -0.001200
0.268800 0.950700
-0.939600 -0.431600
-0.679100 0.802600
0.864100 0.383300
0.455400 -0.939400
0.839400 0.758600
0.650300 -0.402100
0.994600 -0.036500
0.361900 -1.042500
-0.020900 -0.927100
0.566400 -0.860400
-1.076900 -0.500100
0.769600 0.592900
-0.904000 0.037300
0.905500 0.145400
-1.013000 0.331800
-0.911400 -0.117200
-0.467600 0.901300
0.208700 0.951800
1.105700 -0.038000
-0.751200 0.692300
-0.397900 0.807800
1.018400 0.175700
-1.180500 -0.019400
-1.085900 -0.327300
0.158500 0.985100
0.146300 0.918900
-1.034800 -0.449400
0.677500 -0.573200
-0.015500 -1.101200
-0.393700 -1.039000
-0.339000 -0.956200
-0.749600 0.523900
-0.678700 -0.711400
-0.890500 0.567300
-1.001800 -0.449800
0.387000 0.701500
-0.327900 0.868400
0.947600 0.801100
-0.574600 -0.795700
1.070600 0.273300
-0.952600 -0.088000
-0.550300 0.719500
-0.971700 0.201500
-0.425200 -0.848100
0.943700 -0.091100
0.745900 -0.672100
-0.479400 -0.992600
0.838800 0.476100
1.058000 -0.142200
-1.043800 0.187900
-1.096600 0.113400
1.012200 -0.210700
0.772400 -0.706100
-0.276400 1.060000
1.062200 -0.433300
-0.542100 -0.887500
-0.209400 1.073800
0.611300 0.565300
-0.856600 -0.755000
0.963800 0.181800
0.418800 -1.021200
-0.220900 -0.929500
-0.236500 -0.992000
0.890700 -0.446800
-0.987700 0.175500
0.242800 -1.045100
-0.353600 -1.102900
-0.910700 -0.388100
0.123900 0.755900
-0.356200 -0.969900
0.857600 0.614500
0.187600 -1.025100
-1.010900 0.266100
-1.152200 0.224300
-0.605200 -0.703000
-0.496100 0.956700
-0.657700 0.894800
0.309200 0.811000
0.502300 0.516900
-0.080600 -1.160800
-0.027500 1.012700
0.691400 0.671700
-0.759000 0.620400
1.085800 -0.331100
0.717000 -0.491100
-0.258700 -0.920000
-0.018700 -1.102400
-0.943100 0.457000
-0.897100 0.066700
-0.097100 -0.911200
0.602300 -0.773600
0.933600 0.134500
0.429400 -0.897500
-0.923700 -0.255900
-0.823400 0.779400
0.749200 0.594900
-0.974600 -0.364500
0.873200 0.280500
0.451100 0.896900
-0.716800 0.775200
-0.368500 -0.856800
-0.834300 -0.377000
1.067100 0.205300
1.057100 -0.060600
-0.138700 -0.928500
-0.999300 0.053300
1.035700 -0.392700
1.176800 0.005400
-1.041300 -0.393200
-1.000900 -0.079400
0.982400 -0.123300
-0.969900 -0.303200
-0.939600 -0.716800
-0.638700 -0.682700
1.058900 0.188700
-0.772400 0.330800
-0.571500 0.860900
0.269300 1.030100
-0.866400 0.520500
0.291700 0.976400
0.809800 -0.554900
0.914400 -0.453600
-0.717000 0.959600
-0.366800 -0.859500
-0.781800 0.534300
-0.949500 -0.292800
0.439900 0.832000
1.111400 -0.071400
-0.319800 0.852800
0.125800 -1.023000
0.237200 -0.827700
-0.144300 -0.989300
0.691300 0.812300
0.124700 0.978000
-0.520100 -1.029500
0.791100 0.557000
-0.963500 0.680500
-0.991200 0.274500
-1.017900 -0.019900
-0.097800 -1.103000
-0.135300 1.121600
-0.470300 0.784000
