0.078550 0.047803 0.208140 0.181199 -0.306993 -0.248525 0.348388 -0.172550 0.195208 -0.426822 0.459495 0.180391 0.455294 0.401337 0.082271 0.306848 0.454339 -0.024572 0.045897 0.022192
-0.322755 0.222759 0.067735 -0.392798 -0.496502 -0.036442 -0.156497 0.374403 0.331864 -0.444765 -0.347991 -0.284251 0.267567 -0.197559 -0.313000 0.392266 0.391696 -0.028382 0.301043 -0.301333
-0.351080 -0.190487 -0.286513 -0.132926 -0.357276 0.010134 0.489987 -0.434781 0.050723 -0.026917 0.006035 0.497056 -0.446192 0.372999 0.382744 0.237956 0.039479 -0.138203 -0.344364 0.450542
-0.352353 0.140996 -0.299594 0.081664 -0.374600 -0.478653 -0.482178 0.278286 0.448196 -0.291084 -0.470975 -0.019682 0.333023 -0.233618 -0.411929 -0.153089 -0.227168 -0.034846 -0.237131 0.357541
0.263868 -0.271045 -0.458207 0.449202 -0.054960 0.231925 0.103213 0.460522 0.212150 0.230468 0.458545 -0.487411 -0.285823 0.192741 -0.178889 -0.011436 0.014498 -0.097654 -0.280527 -0.039418
-0.105565 -0.446730 -0.286259 0.154252 0.180632 -0.184337 -0.160926 -0.063307 -0.239939 -0.121972 0.239821 0.297698 0.279433 0.417294 0.076603 -0.190873 -0.380845 -0.246812 0.432879 -0.226016
-0.410038 0.395071 0.242108 -0.375793 0.186973 0.185886 -0.101319 -0.029784 -0.173560 0.279094 0.170316 0.405876 0.432558 -0.252501 0.474878 -0.017202 -0.378317 0.351958 -0.369442 -0.046963
-0.154026 -0.192435 -0.123728 -0.147526 0.021641 0.348814 -0.340539 -0.298971 0.428133 -0.356768 0.015980 0.241695 0.346771 -0.322649 0.060948 -0.346394 -0.007090 -0.366847 0.108192 -0.060778
-0.092208 -0.402493 -0.077282 0.223115 -0.448913 0.437803 -0.433140 0.417529 -0.151295 0.145505 0.456156 -0.200105 -0.182367 0.321159 0.190702 -0.223559 -0.037774 -0.266068 -0.421641 0.139456
-0.095396 -0.167731 -0.131710 0.465801 0.339004 -0.100863 -0.242780 -0.301294 0.026909 0.274335 0.256322 0.355982 0.278387 -0.256074 -0.197549 0.049403 0.313158 0.374872 -0.359066 0.459727
