-0.425609 -0.212486 -0.447104
-0.132180 0.203251 -0.000386
0.284547 0.311850 0.396530
-0.023548 0.062055 -0.140707
0.086534 -0.369593 -0.177756
-0.494988 -0.085332 -0.232055
-0.211753 0.466694 0.028992
0.306335 0.192017 -0.319186
-0.054415 0.092365 -0.226010
-0.006772 -0.461286 0.265751
0.263839 0.163703 0.206343
-0.315896 -0.195215 -0.203343
0.410656 -0.153853 0.065579
0.292229 -0.138183 0.042640
0.497109 0.372554 -0.439346
0.310271 0.055838 -0.286747
-0.079640 0.285690 -0.471589
-0.388710 -0.117649 -0.323825
0.008883 0.432150 -0.437974
0.218037 -0.012142 -0.153045
-0.387203 -0.186478 -0.044371
0.388685 0.421021 -0.207012
0.089619 0.253671 0.240707
-0.016532 0.056744 0.336799
-0.424041 -0.302539 0.380253
-0.308467 -0.306264 -0.097314
-0.108881 -0.335073 0.146550
0.024130 -0.229856 -0.008404
0.158161 -0.074268 -0.046164
-0.355192 -0.110069 0.140543
0.475687 -0.383608 -0.404296
0.442308 0.297892 0.313677
0.264063 0.099881 0.216000
0.410843 0.266661 -0.446307
0.105698 -0.398270 0.187693
0.139506 0.378069 0.372402
0.095319 0.048506 0.254510
0.334843 0.408310 0.134079
-0.128091 -0.484001 -0.205290
-0.267910 -0.101489 -0.153978
-0.235954 -0.208399 0.053949
-0.125310 -0.099048 -0.388121
0.004467 -0.111213 -0.133711
-0.229959 -0.092020 0.315012
0.436264 0.068909 -0.347960
-0.167471 0.384894 -0.260049
0.439315 0.449733 0.231476
-0.117541 -0.358815 0.470599
-0.095875 0.281577 -0.326878
-0.331285 0.376034 0.035348
0.340627 0.062416 0.101077
-0.330713 -0.207203 0.297385
0.317595 0.264616 -0.118440
0.302538 -0.261639 0.181689
-0.005626 0.012893 -0.154354
-0.176269 -0.078919 -0.143335
0.034837 -0.405739 -0.225715
0.008187 0.260464 0.078248
-0.434917 -0.096411 -0.111217
0.469876 0.185432 -0.432530
-0.298551 0.288651 -0.304684
0.423135 -0.089388 0.037270
0.172803 -0.035552 -0.489267
-0.070670 -0.146364 0.474470
0.184720 -0.197589 -0.285522
0.440274 0.286013 -0.141215
0.440414 -0.017682 0.439533
-0.260450 -0.479936 -0.470909
-0.455556 -0.270302 -0.418226
0.338898 -0.108793 0.263984
-0.011291 -0.191269 0.427986
-0.100648 0.169179 0.363947
-0.031310 0.402177 -0.382368
0.441382 0.041496 -0.409494
-0.438966 0.003346 0.356323
-0.396388 0.333420 0.183143
0.008980 -0.400396 -0.492493
0.026154 0.285925 0.335758
-0.114515 -0.269062 -0.131295
-0.121916 -0.350626 0.190467
0.356312 -0.160636 -0.058920
0.424553 -0.112600 0.290308
-0.179119 0.461089 0.064454
0.302545 -0.392655 0.303371
0.005597 0.215312 -0.079468
0.342742 0.240096 -0.326083
-0.177804 0.169117 -0.304048
-0.465376 -0.256230 0.294025
-0.017309 0.268924 0.488570
-0.289155 0.423294 0.130156
-0.361784 0.235902 -0.310358
-0.263225 -0.463041 -0.331566
-0.085572 0.176623 -0.087958
-0.008127 0.182846 0.481206
-0.463742 0.240526 0.169475
-0.398891 -0.276053 0.464725
0.461747 0.291451 0.472042
-0.389157 0.304062 0.025057
-0.286631 0.236621 -0.265003
